Filename,Segment_label,A1hz,A1dB,F0,H1,H2,P0,A1-P0,P1Hz,P1,A1-P1F1,Time
Bd_329,A,718.75,53.63,187.50,48.24,45.24,53.63,0.00,906.25,44.90,8.73,3.00
Bd_33,i,437.50,32.93,187.50,50.30,46.89,50.30,-17.37,875.00,40.16,-7.23,3.00
Bd_33,oh,765.63,49.33,125.00,45.96,48.80,11.69,37.64,890.63,43.62,5.71,3.00
Bd_330,ee,781.25,47.83,125.00,42.60,43.52,24.13,23.70,906.25,38.06,9.77,3.00
Bd_330,A,906.25,45.90,125.00,43.98,43.51,45.90,0.00,906.25,45.90,0.00,3.00
Bd_331,ee,656.25,43.59,122.21,42.51,45.19,24.86,18.72,906.25,34.67,8.92,3.00
Bd_333,i,593.75,52.62,156.25,47.36,47.61,13.52,39.10,875.00,41.80,10.82,3.00
Bd_333,A,1000.00,35.92,187.13,43.75,41.89,43.75,-7.83,1000.00,35.92,0.00,3.00
Bd_333,ee,437.50,37.09,125.00,42.70,42.79,41.97,-4.89,937.50,22.35,14.73,3.00
Bd_334,ee,468.75,48.83,156.25,45.73,47.93,23.26,25.57,1000.00,20.80,28.04,3.00
Bd_334,ee,468.75,38.39,156.25,44.89,48.21,30.34,8.04,906.25,37.35,1.03,3.00
Bd_336,i,562.50,38.60,156.25,49.24,50.21,9.44,29.17,937.50,33.59,5.01,3.00
