Bandwidth_F1	Centroid	Std Dev	F1_Freq	F2_Freq	F1_Amp	F2_Amp	nPeaks	P0_Amp	P0_Freq	P1_Amp	P1_Fre	Filename	Vowel	Directionality	Context
17.6167	3005	188	203.125	1031.25	64.8478	2.53162	7	38.5016	171.875	33.4249	250	abd_5.txt.nfeats	A	NV	m
13.5925	3674	229	218.75	921.875	63.4572	3.05896	5	25.8138	125	38.4416	265.625	abd_5.txt.nfeats	A	NV	m
250.528	5024	314	468.75	2156.25	1.19064	1.71309	22	11.2988	328.125	14.6343	2062.5	abd_5.txt.nfeats	A	NV	m
128.025	4887	305	437.5	1937.5	0.901592	1.20871	57	6.85089	156.25	12.1439	1515.62	abd_5.txt.nfeats	A	NV	m
77.7514	4807	300	281.25	1843.75	1.62751	0.914237	128	5.75915	0	13.3748	1078.12	abd_5.txt.nfeats	A	NV	m
96.9052	4869	304	281.25	1765.62	1.78956	1.06327	117	10.9917	171.875	12.079	750	abd_5.txt.nfeats	A	NV	m
98.8952	5023	314	343.75	1562.5	2.68431	1.30261	153	13.5483	171.875	14.8959	546.875	abd_5.txt.nfeats	A	NV	m
31.5224	3367	210	218.75	1171.88	26.1822	1.8051	13	25.2652	125	30.4145	203.125	abd_5.txt.nfeats	A	NV	m
42.9341	3190	199	265.625	515.625	66.8161	15.9625	18	31.5756	140.625	43.1391	218.75	abd_5.txt.nfeats	A	NV	m
293.781	2968	185	281.25	312.5	66.8797	64.6239	18	41.1634	187.5	0	0	abd_5.txt.nfeats	A	NV	m
45.0232	3050	190	296.875	1328.12	73.8695	4.26821	18	45.0913	203.125	45.6651	406.25	abd_5.txt.nfeats	A	NV	m
44.2672	3102	194	281.25	296.875	89.4313	86.3275	17	32.3894	125	0	0	abd_5.txt.nfeats	A	NV	m
46.8772	3108	194	312.5	1281.25	88.4119	8.53626	18	46.7248	203.125	42.2392	421.875	abd_5.txt.nfeats	A	NV	m
37.7632	3146	196	359.375	1234.38	78.1016	9.41491	14	44.0946	203.125	48.8989	406.25	abd_5.txt.nfeats	A	NV	m
25.1383	3203	200	375	1203.12	119.157	13.187	9	45.6405	187.5	44.9045	421.875	abd_5.txt.nfeats	A	NV	m
17.733	3076	192	375	1187.5	124.442	12.8545	7	43.5451	187.5	46.8532	406.25	abd_5.txt.nfeats	A	NV	m
19.1026	3061	191	375	1187.5	103.484	14.646	8	43.3994	187.5	44.5101	406.25	abd_5.txt.nfeats	A	NV	m
45.0771	2933	183	312.5	1125	54.4379	9.36578	30	44.122	187.5	37.4237	406.25	abd_5.txt.nfeats	A	NV	m
22.5635	2935	183	203.125	968.75	65.3193	2.59874	9	29.0244	125	38.5511	203.125	abd_5.txt.nfeats	A	NV	m
26.756	3590	224	250	875	70.9269	3.67038	11	33.7593	140.625	43.3542	375	abd_60.txt.nfeats	aa	VN	m
30.148	3572	223	265.625	1375	51.9375	2.16571	11	28.2492	125	39.7699	375	abd_60.txt.nfeats	aa	VN	m
35.7752	3548	221	265.625	1390.62	42.6956	1.69843	15	27.5947	125	37.7793	375	abd_60.txt.nfeats	aa	VN	m
55.5502	3494	218	281.25	937.5	27.9381	5.04711	24	36.8912	187.5	31.2427	390.625	abd_60.txt.nfeats	aa	VN	m
43.8025	3484	217	328.125	1265.62	31.0257	9.13215	17	35.1942	171.875	33.935	375	abd_60.txt.nfeats	aa	VN	m
42.0934	3610	225	375	1171.88	39.51	8.77455	17	36.8907	171.875	39.1415	359.375	abd_60.txt.nfeats	aa	VN	m
48.3471	3398	212	406.25	1234.38	41.5079	4.1292	20	38.437	171.875	39.5178	359.375	abd_60.txt.nfeats	aa	VN	m
60.9827	3240	202	359.375	703.125	31.9241	10.379	27	36.9516	171.875	35.3709	359.375	abd_60.txt.nfeats	aa	VN	m
46.1265	3377	211	359.375	781.25	55.2374	10.8598	19	39.2059	171.875	41.3964	359.375	abd_60.txt.nfeats	aa	VN	m
43.8818	3292	205	359.375	453.125	33.8401	20.9547	17	35.7804	171.875	33.3047	359.375	abd_60.txt.nfeats	aa	VN	m
29.5002	3294	206	296.875	1156.25	24.8804	2.39384	12	25.7515	203.125	27.3644	375	abd_60.txt.nfeats	oh	NV	m
14.3845	3325	208	328.125	1187.5	127.227	4.12223	6	44.093	203.125	43.2919	421.875	abd_60.txt.nfeats	oh	NV	m
20.9976	3190	199	359.375	1250	65.1426	2.44404	8	39.5228	203.125	39.205	421.875	abd_60.txt.nfeats	oh	NV	m
17.388	3375	211	359.375	1234.38	96.2807	4.246	7	44.6364	203.125	49.7827	406.25	abd_60.txt.nfeats	oh	NV	m
21.8983	3440	215	343.75	1296.88	85.5358	3.84958	9	44.6599	203.125	48.1042	406.25	abd_60.txt.nfeats	oh	NV	m
141.462	3386	211	796.875	1296.88	11.6966	21.7068	19	29.0958	312.5	32.6575	1296.88	abd_60.txt.nfeats	A	VN	m
161.737	3347	209	718.75	1265.62	9.61993	19.7305	22	31.9332	0	27.2193	1187.5	abd_60.txt.nfeats	A	VN	m
164.973	3541	221	562.5	1250	10.8109	32.1982	10	31.8936	312.5	30.8657	1187.5	abd_60.txt.nfeats	A	VN	m
191.557	3230	202	109.375	1281.25	14.9015	12.5365	47	32.2497	0	28.7814	312.5	abd_60.txt.nfeats	A	VN	m
67.1417	3406	213	687.5	1281.25	17.8436	10.7889	64	30.5834	296.875	32.4888	718.75	abd_60.txt.nfeats	A	VN	m
100.867	3109	194	140.625	1250	45.5072	7.65857	21	32.9241	109.375	38.6243	187.5	abd_60.txt.nfeats	A	VN	m
34.5424	2998	187	218.75	1265.62	106.895	2.37691	14	33.0693	78.125	48.02	156.25	abd_60.txt.nfeats	oh	NV	m
28.6562	3084	192	250	1187.5	135.494	2.71791	11	51.0275	156.25	45.571	328.125	abd_60.txt.nfeats	oh	NV	m
39.801	3138	196	328.125	1562.5	43.5648	2.26398	17	40.6182	156.25	38.1731	328.125	abd_60.txt.nfeats	oh	NV	m
29.055	3315	207	328.125	1984.38	78.6253	5.10198	11	42.9544	156.25	41.728	468.75	abd_60.txt.nfeats	oh	NV	m
32.1009	3200	200	281.25	515.625	54.96	10.5977	13	41.0769	156.25	37.7227	328.125	abd_60.txt.nfeats	oh	NV	m
73.257	3632	227	656.25	1515.62	14.4809	11.5385	62	32.8311	203.125	32.684	843.75	abd_61.txt.nfeats	~i	VN	m
59.4636	3638	227	671.875	1500	15.1396	13.1521	49	30.7569	203.125	31.6668	859.375	abd_61.txt.nfeats	~i	VN	m
48.0835	3724	232	640.625	1484.38	20.4037	18.789	33	32.5914	218.75	33.7034	656.25	abd_61.txt.nfeats	~i	VN	m
48.491	3647	228	609.375	1484.38	21.6078	16.4182	40	32.6698	218.75	35.3226	640.625	abd_61.txt.nfeats	~i	VN	m
159.388	3397	212	406.25	468.75	22.2681	20.6375	61	36.848	203.125	0	0	abd_61.txt.nfeats	~i	VN	m
17.5945	3042	190	234.375	281.25	72.792	40.256	7	41.8033	203.125	0	0	abd_61.txt.nfeats	~i	VN	m
16.6313	3073	192	218.75	1171.88	59.4891	3.35005	6	26.3584	140.625	35.837	218.75	abd_61.txt.nfeats	~i	VN	m
48.2159	3195	199	375	1421.88	21.8052	5.52335	20	32.7703	187.5	28.684	437.5	abd_61.txt.nfeats	~i	VN	m
36.4184	3603	225	546.875	1421.88	39.7938	13.0406	14	36.3483	406.25	36.3259	593.75	abd_61.txt.nfeats	~i	VN	m
24.213	3553	222	609.375	1453.12	42.5304	10.167	10	31.8866	390.625	36.1828	765.625	abd_61.txt.nfeats	~i	VN	m
25.0278	3827	239	640.625	1484.38	40.4467	17.1819	16	36.0368	562.5	37.6847	750	abd_61.txt.nfeats	~i	VN	m
27.3099	3743	234	687.5	1484.38	30.9632	16.049	22	29.0804	546.875	32.4026	734.375	abd_61.txt.nfeats	~i	VN	m
26.1663	3555	222	703.125	1468.75	31.4685	10.7437	11	26.006	343.75	31.1406	718.75	abd_61.txt.nfeats	~i	VN	m
47.4529	3252	203	390.625	531.25	34.2306	17.6256	20	30.4024	156.25	36.597	343.75	abd_65.txt.nfeats	A	VN	m
41.4571	3368	210	312.5	546.875	56.5168	17.0046	18	36.7036	156.25	39.3893	343.75	abd_65.txt.nfeats	A	VN	m
24.4479	3415	213	218.75	734.375	100.53	7.43938	9	29.5511	109.375	40.2868	328.125	abd_65.txt.nfeats	A	VN	m
55.4688	3162	197	281.25	1562.5	25.9529	3.48682	24	37.4128	156.25	32.919	343.75	abd_65.txt.nfeats	A	VN	m
36.1589	3148	196	312.5	1421.88	48.0514	8.91381	14	39.1973	156.25	36.5399	359.375	abd_65.txt.nfeats	A	VN	m
42.0403	3151	197	312.5	1359.38	47.2732	6.7058	17	39.3189	171.875	39.4855	343.75	abd_65.txt.nfeats	A	VN	m
38.1949	3117	195	265.625	1000	48.9684	4.75371	15	41.8328	171.875	36.8473	343.75	abd_65.txt.nfeats	A	VN	m
23.0086	3242	202	218.75	1187.5	93.063	3.56555	9	33.3712	125	43.0063	359.375	abd_65.txt.nfeats	A	VN	m
25.0088	3155	197	218.75	937.5	50.6443	3.94803	9	29.2217	140.625	32.6847	375	abd_65.txt.nfeats	A	VN	m
24.2052	3255	203	218.75	921.875	81.4907	7.23862	10	33.1874	125	41.7968	359.375	abd_65.txt.nfeats	A	VN	m
31.2757	3304	206	234.375	937.5	47.991	5.31248	12	27.6186	125	37.5277	359.375	abd_65.txt.nfeats	A	VN	m
36.3897	3303	206	218.75	828.125	46.0014	5.93951	15	28.3732	125	39.0104	203.125	abd_65.txt.nfeats	A	VN	m
43.318	3350	209	359.375	1046.88	26.5971	13.5643	36	33.029	203.125	32.1334	421.875	abd_65.txt.nfeats	A	NV	m
27.7972	3430	214	390.625	1171.88	45.1119	10.8323	11	32.2877	203.125	35.3695	421.875	abd_65.txt.nfeats	A	NV	m
17.1742	3418	213	390.625	1250	61.1425	8.50289	6	32.2942	187.5	40.069	406.25	abd_65.txt.nfeats	A	NV	m
53.3843	3204	200	375	1078.12	36.9951	5.91625	36	36.8238	187.5	33.1219	375	abd_65.txt.nfeats	A	NV	m
31.1416	3549	221	281.25	1484.38	74.2156	2.59035	12	45.4475	187.5	43.7021	406.25	abd_65.txt.nfeats	A	VN	m
22.9035	3479	217	234.375	1531.25	88.3731	1.48048	8	29.8452	125	44.2064	203.125	abd_65.txt.nfeats	A	VN	m
19.0998	3722	232	234.375	1390.62	132.457	1.68373	7	44.6914	171.875	46.6697	390.625	abd_65.txt.nfeats	A	VN	m
18.4053	3605	225	234.375	1546.88	133.021	1.51127	7	39.1333	156.25	44.4815	390.625	abd_65.txt.nfeats	A	VN	m
15.499	3267	204	218.75	640.625	122.891	5.39271	6	32.8799	140.625	42.7253	390.625	abd_65.txt.nfeats	A	VN	m
11.3086	3180	198	218.75	671.875	160.908	4.85309	4	34.6814	140.625	43.8315	218.75	abd_65.txt.nfeats	A	VN	m
9.94664	3089	193	203.125	1015.62	118.107	2.99639	4	29.7584	125	39.8801	203.125	abd_65.txt.nfeats	A	VN	m
17.6167	3005	188	203.125	1031.25	64.8478	2.53162	7	38.5016	171.875	33.4249	250	abd_65.txt.nfeats	A	VN	m
13.5925	3674	229	218.75	921.875	63.4572	3.05896	5	25.8138	125	38.4416	265.625	abd_65.txt.nfeats	A	VN	m
250.528	5024	314	468.75	2156.25	1.19064	1.71309	22	11.2988	328.125	14.6343	2062.5	abd_65.txt.nfeats	A	VN	m
128.025	4887	305	437.5	1937.5	0.901592	1.20871	57	6.85089	156.25	12.1439	1515.62	abd_65.txt.nfeats	A	VN	m
77.7514	4807	300	281.25	1843.75	1.62751	0.914237	128	5.75915	0	13.3748	1078.12	abd_65.txt.nfeats	A	VN	m
96.9052	4869	304	281.25	1765.62	1.78956	1.06327	117	10.9917	171.875	12.079	750	abd_65.txt.nfeats	A	VN	m
98.8952	5023	314	343.75	1562.5	2.68431	1.30261	153	13.5483	171.875	14.8959	546.875	abd_65.txt.nfeats	A	VN	m
31.5224	3367	210	218.75	1171.88	26.1822	1.8051	13	25.2652	125	30.4145	203.125	abd_65.txt.nfeats	A	VN	m
42.9341	3190	199	265.625	515.625	66.8161	15.9625	18	31.5756	140.625	43.1391	218.75	abd_65.txt.nfeats	A	VN	m
7.98969	3563	222	375	859.375	68.9046	2.31482	3	25.5198	171.875	39.7211	390.625	abd_67.txt.nfeats	oh	NV	m
9.11071	3758	235	375	2140.62	111.04	16.3743	3	30.1385	187.5	42.7328	390.625	abd_67.txt.nfeats	oh	NV	m
16.4704	3553	222	375	421.875	43.4996	22.8733	7	28.3981	171.875	0	0	abd_67.txt.nfeats	oh	NV	m
19.3554	3582	224	359.375	718.75	56.131	5.07716	8	33.5869	171.875	35.8185	390.625	abd_67.txt.nfeats	oh	NV	m
544.677	3501	218	203.125	359.375	17.6945	57.7071	8	26.9168	140.625	37.3503	359.375	abd_67.txt.nfeats	oh	NV	m
16.1059	3387	211	390.625	1500	56.0334	5.2382	6	32.5645	171.875	35.7499	390.625	abd_67.txt.nfeats	oh	NV	m
13.0886	3426	214	375	1375	99.4481	7.7057	5	30.9388	171.875	40.0269	390.625	abd_67.txt.nfeats	oh	NV	m
10.4276	3149	197	375	1234.38	92.2623	7.77131	4	31.8794	171.875	38.0293	390.625	abd_67.txt.nfeats	oh	NV	m
8.31861	3087	193	359.375	1265.62	126.407	7.21684	3	33.0218	187.5	40.1627	390.625	abd_67.txt.nfeats	oh	NV	m
27.1379	3437	214	328.125	1406.25	72.0471	2.97322	11	44.2303	203.125	46.3356	406.25	abd_6.txt.nfeats	aa	VN	m
31.1416	3549	221	281.25	1484.38	74.2156	2.59035	12	45.4475	187.5	43.7021	406.25	abd_6.txt.nfeats	aa	VN	m
22.9035	3479	217	234.375	1531.25	88.3731	1.48048	8	29.8452	125	44.2064	203.125	abd_6.txt.nfeats	aa	VN	m
19.0998	3722	232	234.375	1390.62	132.457	1.68373	7	44.6914	171.875	46.6697	390.625	abd_6.txt.nfeats	aa	VN	m
18.4053	3605	225	234.375	1546.88	133.021	1.51127	7	39.1333	156.25	44.4815	390.625	abd_6.txt.nfeats	aa	VN	m
15.499	3267	204	218.75	640.625	122.891	5.39271	6	32.8799	140.625	42.7253	390.625	abd_6.txt.nfeats	aa	VN	m
11.3086	3180	198	218.75	671.875	160.908	4.85309	4	34.6814	140.625	43.8315	218.75	abd_6.txt.nfeats	aa	VN	m
31.5224	3367	210	218.75	1171.88	26.1822	1.8051	13	25.2652	125	30.4145	203.125	abd_6.txt.nfeats	aa	NV	m
42.9341	3190	199	265.625	515.625	66.8161	15.9625	18	31.5756	140.625	43.1391	218.75	abd_6.txt.nfeats	aa	NV	m
293.781	2968	185	281.25	312.5	66.8797	64.6239	18	41.1634	187.5	0	0	abd_6.txt.nfeats	aa	NV	m
45.0232	3050	190	296.875	1328.12	73.8695	4.26821	18	45.0913	203.125	45.6651	406.25	abd_6.txt.nfeats	aa	NV	m
44.2672	3102	194	281.25	296.875	89.4313	86.3275	17	32.3894	125	0	0	abd_6.txt.nfeats	aa	NV	m
46.8772	3108	194	312.5	1281.25	88.4119	8.53626	18	46.7248	203.125	42.2392	421.875	abd_6.txt.nfeats	aa	NV	m
37.7632	3146	196	359.375	1234.38	78.1016	9.41491	14	44.0946	203.125	48.8989	406.25	abd_6.txt.nfeats	aa	NV	m
71.7896	3068	191	250	1140.62	15.1248	2.87393	31	28.7045	125	28.4348	296.875	abd_6.txt.nfeats	A	VN	m
53.2363	3124	195	593.75	1046.88	28.6052	7.87862	36	31.8083	531.25	31.1228	718.75	abd_6.txt.nfeats	A	VN	m
31.2209	3238	202	671.875	1218.75	34.6742	8.72591	13	30.8484	531.25	32.9126	812.5	abd_6.txt.nfeats	A	VN	m
30.7422	3275	204	750	1218.75	32.6446	13.6576	29	29.2667	125	34.8438	828.125	abd_6.txt.nfeats	A	VN	m
30.7158	3357	209	781.25	1250	33.4339	12.8416	26	27.4696	125	36.2814	828.125	abd_6.txt.nfeats	A	VN	m
25.2376	3406	213	796.875	1265.62	42.8684	13.7933	10	28.1675	125	35.9924	843.75	abd_6.txt.nfeats	A	VN	m
31.1826	3275	204	812.5	1312.5	29.241	7.62842	13	26.8392	140.625	32.7077	843.75	abd_6.txt.nfeats	A	VN	m
27.0555	3581	223	812.5	1437.5	58.3574	8.61026	11	33.7071	140.625	40.6104	843.75	abd_6.txt.nfeats	A	VN	m
34.2756	3364	210	796.875	1734.38	22.0427	4.62389	14	28.0726	140.625	33.1794	859.375	abd_6.txt.nfeats	A	VN	m
22.5094	3493	218	328.125	2125	58.502	8.88377	9	35.2735	156.25	38.6331	359.375	abd_6.txt.nfeats	ee	NV	m
13.6604	3737	233	328.125	2187.5	101.98	16.6734	5	36.7561	171.875	41.1735	359.375	abd_6.txt.nfeats	ee	NV	m
18.0013	3609	225	328.125	2218.75	58.7009	8.00194	7	35.8103	171.875	40.2743	359.375	abd_6.txt.nfeats	ee	NV	m
22.4149	3740	233	312.5	2234.38	49.8558	7.50083	9	40.2756	187.5	38.7775	375	abd_6.txt.nfeats	ee	NV	m
17.8117	3896	243	218.75	2171.88	76.1915	7.73117	7	42.5282	171.875	35.8999	375	abd_6.txt.nfeats	ee	NV	m
14.3062	3055	191	187.5	1187.5	67.9823	2.15732	5	23.0945	109.375	36.8124	187.5	abd_6.txt.nfeats	ee	NV	m
7.22502	3279	205	171.875	843.75	323.98	9.46814	3	38.1977	109.375	51.651	187.5	abd_6.txt.nfeats	ee	NV	m
15.8754	3020	188	203.125	1000	69.6808	4.32479	6	30.4833	140.625	34.7526	218.75	abd_6.txt.nfeats	ee	NV	m
9.76755	3086	193	187.5	921.875	136.991	5.79521	3	32.7008	125	46.2602	203.125	abd_6.txt.nfeats	ee	NV	m
29.2262	3749	234	218.75	1484.38	23.7622	1.83554	12	23.1932	140.625	31.6154	218.75	abd_6.txt.nfeats	ee	NV	m
7.01131	3562	222	406.25	640.625	88.7498	4.73363	3	31.1317	203.125	39.4056	437.5	abd_70.txt.nfeats	oh	VN	m
10.8409	3600	225	406.25	718.75	66.361	4.20726	4	30.5467	218.75	37.5329	437.5	abd_70.txt.nfeats	oh	VN	m
15.082	3767	235	390.625	625	48.8246	5.34622	6	33.3207	203.125	36.9488	421.875	abd_70.txt.nfeats	oh	VN	m
408.775	3795	237	375	390.625	47.242	54.2583	6	34.6885	203.125	38.0179	390.625	abd_70.txt.nfeats	oh	VN	m
14.7381	3654	228	390.625	468.75	51.7235	15.8826	6	32.35	187.5	0	0	abd_70.txt.nfeats	oh	VN	m
288.278	3599	225	328.125	375	53.738	83.6629	7	35.6454	187.5	0	0	abd_70.txt.nfeats	oh	VN	m
26.4413	3209	200	343.75	656.25	40.2413	5.07031	11	35.7434	187.5	37.1487	390.625	abd_70.txt.nfeats	oh	VN	m
34.0141	3035	189	343.75	1562.5	59.0921	2.06517	13	43.1234	203.125	40.4959	421.875	abd_70.txt.nfeats	aa	NV	m
20.0533	3037	190	234.375	328.125	126.236	38.8643	8	33.0592	125	46.4342	203.125	abd_70.txt.nfeats	aa	NV	m
6.17497	3080	192	203.125	796.875	199.205	2.8232	3	31.9382	125	47.2173	203.125	abd_70.txt.nfeats	aa	NV	m
12.3287	3261	204	203.125	562.5	134.047	5.46997	5	38.939	156.25	46.0664	234.375	abd_70.txt.nfeats	aa	NV	m
54.1878	3547	221	296.875	2093.75	11.3207	1.68883	26	19.3213	156.25	29.3157	421.875	abd_70.txt.nfeats	aa	NV	m
60.6214	3251	203	750	1140.62	33.4484	15.4176	49	33.1131	140.625	38.286	843.75	abd_71.txt.nfeats	ee	NV	m
35.0337	3212	200	687.5	1156.25	43.0903	10.9961	15	32.3951	125	37.2111	843.75	abd_71.txt.nfeats	ee	NV	m
34.1024	3294	206	640.625	1125	68.805	18.428	20	38.7489	125	44.5125	687.5	abd_71.txt.nfeats	ee	NV	m
132.353	3079	192	609.375	1296.88	12.0734	4.26097	52	29.4686	93.75	28.64	750	abd_71.txt.nfeats	ee	NV	m
65.0072	2949	184	93.75	906.25	39.8348	9.42737	14	29.221	46.875	37.2072	125	abd_71.txt.nfeats	ee	NV	m
63.0546	3499	218	781.25	1187.5	28.4811	24.7264	23	34.7024	156.25	35.4426	984.375	abd_71.txt.nfeats	ee	NV	m
34.7546	3287	205	703.125	1171.88	41.622	31.2159	15	27.9331	281.25	36.8869	671.875	abd_71.txt.nfeats	ee	NV	m
26.204	3280	205	703.125	1203.12	52.4905	32.3629	15	31.7285	281.25	36.6344	703.125	abd_71.txt.nfeats	ee	NV	m
42.2058	3267	204	718.75	1250	21.3527	14.7273	26	24.0007	281.25	30.3321	703.125	abd_71.txt.nfeats	ee	NV	m
38.449	3215	201	812.5	1250	22.9572	25.9791	11	30.3716	46.875	34.8313	1250	abd_71.txt.nfeats	ee	NV	m
160.457	3628	226	546.875	1484.38	4.53127	3.42518	6	29.1182	62.5	18.4371	609.375	abd_76.txt.nfeats	A	VN	m
228.501	3752	234	578.125	1406.25	3.5413	3.34777	3	35.606	62.5	16.374	1218.75	abd_76.txt.nfeats	A	VN	m
360.07	3582	224	93.75	1312.5	18.8738	3.87101	6	0	0	32.5212	78.125	abd_76.txt.nfeats	A	VN	m
81.2322	3699	231	171.875	1218.75	12.3486	2.91923	25	24.4358	109.375	25.1044	234.375	abd_76.txt.nfeats	A	VN	m
174.595	3933	245	31.25	890.625	13.9562	3.07268	60	23.3837	15.625	24.5352	578.125	abd_76.txt.nfeats	A	VN	m
267.951	2957	185	1078.12	2000	2.18345	1.66769	5	37.5654	15.625	17.0948	1000	abd_76.txt.nfeats	A	VN	m
197.865	3624	226	1625	2546.88	1.70735	1.26367	4	42.6771	46.875	14.5655	1765.62	abd_76.txt.nfeats	A	VN	m
76.6083	3195	199	46.875	1468.75	25.1374	2.30602	12	0	0	29.5953	62.5	abd_76.txt.nfeats	A	VN	m
150.731	3787	236	1265.62	1828.12	3.8493	2.50805	12	27.9778	62.5	18.2432	1218.75	abd_76.txt.nfeats	A	VN	m
150.238	3791	237	625	1656.25	4.60752	2.47224	9	30.1969	62.5	21.3284	656.25	abd_76.txt.nfeats	A	VN	m
146.054	3976	248	500	1781.25	6.45981	2.9867	13	28.6533	0	21.6108	515.625	abd_76.txt.nfeats	A	VN	m
104.95	3676	229	218.75	1500	12.564	2.83023	32	26.2781	0	27.8449	312.5	abd_76.txt.nfeats	A	VN	m
75.9672	3784	236	78.125	1140.62	28.6277	3.57935	14	0	0	35.4522	62.5	abd_76.txt.nfeats	A	VN	m
74.4296	3326	208	890.625	1296.88	9.02021	9.13495	26	17.0753	796.875	26.6928	1218.75	abd_76.txt.nfeats	A	NV	m
31.7214	3268	204	828.125	1234.38	33.8368	24.2718	19	30.7078	750	35.0646	906.25	abd_76.txt.nfeats	A	NV	m
41.3981	3240	202	828.125	1234.38	36.741	25.1259	20	31.3195	125	36.5798	1234.38	abd_76.txt.nfeats	A	NV	m
60.1141	3211	200	812.5	1218.75	21.3621	8.4931	48	31.1817	140.625	32.6717	843.75	abd_76.txt.nfeats	A	NV	m
56.9885	3280	205	781.25	1109.38	31.3488	19.2113	39	32.1294	125	35.5927	859.375	abd_76.txt.nfeats	A	NV	m
60.6214	3251	203	750	1140.62	33.4484	15.4176	49	33.1131	140.625	38.286	843.75	abd_76.txt.nfeats	A	NV	m
35.0337	3212	200	687.5	1156.25	43.0903	10.9961	15	32.3951	125	37.2111	843.75	abd_76.txt.nfeats	A	NV	m
34.1024	3294	206	640.625	1125	68.805	18.428	20	38.7489	125	44.5125	687.5	abd_76.txt.nfeats	A	NV	m
132.353	3079	192	609.375	1296.88	12.0734	4.26097	52	29.4686	93.75	28.64	750	abd_76.txt.nfeats	A	NV	m
7.92007	3101	194	187.5	968.75	136.944	2.33861	3	31.4851	125	45.2268	203.125	abd_78.txt.nfeats	A	NV	m
13.8535	3050	190	203.125	1109.38	77.0666	2.4231	6	27.5634	125	39.3351	203.125	abd_78.txt.nfeats	A	NV	m
14.5575	3045	190	203.125	734.375	97.2869	3.07832	6	30.3888	125	40.7613	203.125	abd_78.txt.nfeats	A	NV	m
21.6817	3145	196	203.125	1625	62.7585	3.3209	8	28.5106	125	37.9604	203.125	abd_78.txt.nfeats	A	NV	m
31.7091	3299	206	359.375	734.375	24.9777	3.53332	14	31.9942	187.5	30.1382	390.625	abd_78.txt.nfeats	A	NV	m
12.1247	3513	219	390.625	625	78.4554	7.52091	5	33.0066	203.125	40.1582	406.25	abd_78.txt.nfeats	A	NV	m
7.01131	3562	222	406.25	640.625	88.7498	4.73363	3	31.1317	203.125	39.4056	437.5	abd_78.txt.nfeats	A	NV	m
10.8409	3600	225	406.25	718.75	66.361	4.20726	4	30.5467	218.75	37.5329	437.5	abd_78.txt.nfeats	A	NV	m
15.082	3767	235	390.625	625	48.8246	5.34622	6	33.3207	203.125	36.9488	421.875	abd_78.txt.nfeats	A	NV	m
408.775	3795	237	375	390.625	47.242	54.2583	6	34.6885	203.125	38.0179	390.625	abd_78.txt.nfeats	A	NV	m
160.457	3628	226	546.875	1484.38	4.53127	3.42518	6	29.1182	62.5	18.4371	609.375	abd_80.txt.nfeats	A	VN	m
228.501	3752	234	578.125	1406.25	3.5413	3.34777	3	35.606	62.5	16.374	1218.75	abd_80.txt.nfeats	A	VN	m
360.07	3582	224	93.75	1312.5	18.8738	3.87101	6	0	0	32.5212	78.125	abd_80.txt.nfeats	A	VN	m
81.2322	3699	231	171.875	1218.75	12.3486	2.91923	25	24.4358	109.375	25.1044	234.375	abd_80.txt.nfeats	A	VN	m
174.595	3933	245	31.25	890.625	13.9562	3.07268	60	23.3837	15.625	24.5352	578.125	abd_80.txt.nfeats	A	VN	m
267.951	2957	185	1078.12	2000	2.18345	1.66769	5	37.5654	15.625	17.0948	1000	abd_80.txt.nfeats	A	VN	m
197.865	3624	226	1625	2546.88	1.70735	1.26367	4	42.6771	46.875	14.5655	1765.62	abd_80.txt.nfeats	A	VN	m
76.6083	3195	199	46.875	1468.75	25.1374	2.30602	12	0	0	29.5953	62.5	abd_80.txt.nfeats	A	VN	m
150.731	3787	236	1265.62	1828.12	3.8493	2.50805	12	27.9778	62.5	18.2432	1218.75	abd_80.txt.nfeats	A	VN	m
150.238	3791	237	625	1656.25	4.60752	2.47224	9	30.1969	62.5	21.3284	656.25	abd_80.txt.nfeats	A	VN	m
146.054	3976	248	500	1781.25	6.45981	2.9867	13	28.6533	0	21.6108	515.625	abd_80.txt.nfeats	A	VN	m
104.95	3676	229	218.75	1500	12.564	2.83023	32	26.2781	0	27.8449	312.5	abd_80.txt.nfeats	A	VN	m
75.9672	3784	236	78.125	1140.62	28.6277	3.57935	14	0	0	35.4522	62.5	abd_80.txt.nfeats	A	VN	m
54.3469	3792	237	859.375	1250	21.9248	17.1907	20	25.4859	812.5	30.8402	1000	abd_80.txt.nfeats	A	NV	m
74.4296	3326	208	890.625	1296.88	9.02021	9.13495	26	17.0753	796.875	26.6928	1218.75	abd_80.txt.nfeats	A	NV	m
31.7214	3268	204	828.125	1234.38	33.8368	24.2718	19	30.7078	750	35.0646	906.25	abd_80.txt.nfeats	A	NV	m
41.3981	3240	202	828.125	1234.38	36.741	25.1259	20	31.3195	125	36.5798	1234.38	abd_80.txt.nfeats	A	NV	m
60.1141	3211	200	812.5	1218.75	21.3621	8.4931	48	31.1817	140.625	32.6717	843.75	abd_80.txt.nfeats	A	NV	m
56.9885	3280	205	781.25	1109.38	31.3488	19.2113	39	32.1294	125	35.5927	859.375	abd_80.txt.nfeats	A	NV	m
60.6214	3251	203	750	1140.62	33.4484	15.4176	49	33.1131	140.625	38.286	843.75	abd_80.txt.nfeats	A	NV	m
35.0337	3212	200	687.5	1156.25	43.0903	10.9961	15	32.3951	125	37.2111	843.75	abd_80.txt.nfeats	A	NV	m
